game,reviewer_rating,positivity_ratio,first_release_date,binned_developer,genre,themes,modes
The Oregon Trail,6.0,3.56,2011,Gameloft,Simulator,Action,
The Oregon Trail,6.0,3.56,1985,Gameloft,Simulator,Survival,
The Oregon Trail,6.0,3.56,2018,Gameloft,Simulator,Survival,
The Oregon Trail,6.0,3.56,2021,Gameloft,Simulator,Educational,
The Oregon Trail,6.0,3.56,1990,Gameloft,Simulator,Educational,
Floodland,5.0,1.43,2022,Vile Monarch,Strategy,Survival,
Glory of Rome,6.0,2.5,2020,Single Appearance,Simulator,Historical,
The Wild at Heart,8.0,22.17,2021,Single Appearance,Puzzle,Action,
Life is Strange 2,8.0,5.99,2018,DONTNOD Entertainment,Adventure,Action,
Thronebreaker: The Witcher Tales,8.0,8.93,2018,2-4 Appearances,Puzzle,Fantasy,
Tell Me Why,8.0,5.23,2020,DONTNOD Entertainment,Adventure,Drama,
Life is Strange: True Colors,8.0,9.19,2021,2-4 Appearances,Adventure,Action,
Life is Strange Remastered,6.0,3.28,2022,2-4 Appearances,Role-playing (RPG),Action,
The Great Ace Attorney Chronicles,8.0,18.6,2021,CAPCOM Co. Ltd.,Puzzle,Historical,
As Dusk Falls,8.0,10.08,2022,Single Appearance,Point-and-click,Thriller,
Afterparty,6.0,2.62,2019,2-4 Appearances,Adventure,Fantasy,
Life is Strange: Before the Storm Remastered,5.0,1.99,2022,2-4 Appearances,Adventure,Action,
New Tales from the Borderlands,5.0,0.82,2022,Gearbox Software,Adventure,Action,
Batora: Lost Haven,6.0,2.71,2022,2-4 Appearances,Shooter,Action,
Floor 13: Deep State,4.0,0.43,2020,Single Appearance,Point-and-click,Thriller,
1993 Space Machine,5.0,2.11,2016,Single Appearance,Shooter,Action,
Vanquish,8.0,8.2,2010,2-4 Appearances,Shooter,Action,
Sonic Frontiers,8.0,14.47,2022,Sonic Team,Platform,Action,
Split/Second,8.0,3.99,2010,Single Appearance,Racing,Action,
God's Trigger,6.0,2.79,2019,2-4 Appearances,Shooter,Action,
Drone Swarm,5.0,2.0,2020,2-4 Appearances,Real Time Strategy (RTS),Science fiction,
Company of Heroes: Opposing Fronts,8.0,11.02,2007,Relic Entertainment,Real Time Strategy (RTS),Action,
Sniper Elite 5,6.0,3.89,2022,Rebellion,Fighting,Action,
Company of Heroes: Tales of Valor,8.0,13.05,2009,Relic Entertainment,Real Time Strategy (RTS),Action,
World of Warplanes,6.0,2.92,2013,2-4 Appearances,Shooter,Action,
Sniper Elite V2 Remastered,6.0,2.94,2019,Rebellion,Shooter,Action,
Dogfight 1942,6.0,3.56,2012,City Interactive,Shooter,Action,
Combat Wings: Battle of Britain,6.0,3.7,2008,City Interactive,Simulator,Historical,
The Royal Marines Commando,5.0,2.16,2008,2-4 Appearances,Shooter,Action,
Making History II: The War of the World,6.0,3.71,2010,2-4 Appearances,Simulator,Historical,
Hidden & Dangerous: Action Pack,6.0,3.32,2017,2-4 Appearances,Strategy,Action,
Shenmue III,6.0,3.04,2019,Single Appearance,Fighting,Action,
King of Seas,5.0,1.38,2021,3DClouds,Fighting,Action,
Shenmue I & II,8.0,7.73,2018,Single Appearance,Role-playing (RPG),Action,
Mega Man 11,8.0,10.04,2018,Single Appearance,Shooter,Action,
Battletoads,5.0,2.3,1994,Dlala Studios,Fighting,Action,
Battletoads,5.0,2.3,1991,Dlala Studios,Hack and slash/Beat 'em up,Action,
Battletoads,5.0,2.3,1993,Dlala Studios,Hack and slash/Beat 'em up,Action,
Battletoads,5.0,2.3,1991,Dlala Studios,Platform,Action,
Battletoads,5.0,2.3,2020,Dlala Studios,Fighting,Action,
Actraiser Renaissance,6.0,3.26,2021,Square Enix,Platform,Action,
Ageless,5.0,1.32,2020,Single Appearance,Platform,Action,
It Takes Two,9.0,21.27,2021,2-4 Appearances,Platform,Action,
A Way Out,8.0,7.24,2018,2-4 Appearances,Adventure,Action,
Renegade Ops,8.0,5.8,2011,Avalanche Studios,Shooter,Action,
Unravel Two,8.0,4.58,2018,2-4 Appearances,Platform,Action,
Ride 2,8.0,6.55,2016,Single Appearance,Racing,Non-fiction,
Star Trek Prodigy: Supernova,5.0,1.71,2022,2-4 Appearances,Platform,Action,
Yakuza 0,9.0,20.6,2015,Ryu Ga Gotoku Studio,Role-playing (RPG),Action,
Wo Long: Fallen Dynasty,5.0,0.92,2023,KOEI TECMO GAMES CO. LTD.,Role-playing (RPG),Action,
Yakuza 3 Remastered,8.0,4.24,2018,Ryu Ga Gotoku Studio,Role-playing (RPG),Action,
Sword Art Online: Fatal Bullet,6.0,3.94,2018,2-4 Appearances,Shooter,Action,
Yakuza Kiwami,8.0,13.87,2016,Ryu Ga Gotoku Studio,Role-playing (RPG),Action,
Anachronox,6.0,2.73,2001,empty string,Puzzle,Science fiction,
Trials of Mana,8.0,12.2,2020,Square Enix,Role-playing (RPG),Action,
Trials of Mana,8.0,12.2,1995,Square Enix,Shooter,Action,
Secret of Mana,6.0,2.34,1993,Square Enix,Role-playing (RPG),Action,
Secret of Mana,6.0,2.34,2018,Square Enix,Role-playing (RPG),Action,
Atelier Sophie: The Alchemist of the Mysterious Book DX,8.0,10.33,2021,KOEI TECMO GAMES CO. LTD.,Role-playing (RPG),Fantasy,
Citizens of Earth,6.0,3.08,2015,2-4 Appearances,Role-playing (RPG),Comedy,
Persona 4 Arena Ultimax,8.0,5.35,2013,Arc System Works,Fighting,Action,
Fae Tactics,8.0,5.92,2020,2-4 Appearances,Role-playing (RPG),Fantasy,
Sword Art Online: Lost Song,8.0,4.05,2015,Single Appearance,Role-playing (RPG),Action,
Like a Dragon: Ishin!,8.0,5.33,2023,Ryu Ga Gotoku Studio,Role-playing (RPG),Action,
Shining Resonance Refrain,6.0,2.4,2018,SEGA,Role-playing (RPG),Action,
Nights of Azure,6.0,2.33,2015,KOEI TECMO GAMES CO. LTD.,Role-playing (RPG),Action,
Atelier Firis: The Alchemist and the Mysterious Journey DX,6.0,3.43,2021,KOEI TECMO GAMES CO. LTD.,Role-playing (RPG),Fantasy,
The DioField Chronicle,5.0,0.94,2022,Square Enix,Role-playing (RPG),Fantasy,
Atelier Ayesha: The Alchemist of Dusk DX,8.0,18.76,2019,KOEI TECMO GAMES CO. LTD.,Role-playing (RPG),Fantasy,
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings DX,8.0,11.17,2021,KOEI TECMO GAMES CO. LTD.,Role-playing (RPG),Fantasy,
Nights of Azure 2: Bride of the New Moon,6.0,2.96,2017,KOEI TECMO GAMES CO. LTD.,Role-playing (RPG),Action,
NEO: The World Ends with You,8.0,15.97,2021,Square Enix,Role-playing (RPG),Action,
Voice of Cards: The Forsaken Maiden,5.0,2.19,2022,Square Enix,Role-playing (RPG),Fantasy,
Atelier Escha & Logy: Alchemists of the Dusk Sky DX,8.0,8.12,2019,KOEI TECMO GAMES CO. LTD.,Role-playing (RPG),Fantasy,
Atelier Shallie: Alchemists of the Dusk Sea DX,8.0,7.95,2019,KOEI TECMO GAMES CO. LTD.,Role-playing (RPG),Fantasy,
Mato Anomalies,8.0,5.57,2023,2-4 Appearances,Role-playing (RPG),Fantasy,
Halo: Spartan Strike,8.0,4.2,2015,2-4 Appearances,Shooter,Action,
NBA 2K23,5.0,1.69,2022,Visual Concepts,Simulator,Non-fiction,
Super Mega Baseball 3,8.0,10.27,2020,2-4 Appearances,Simulator,Action,
Agence,5.0,1.3,2020,Single Appearance,Puzzle,Science fiction,
Epic Chef,6.0,3.92,2021,Single Appearance,Simulator,Comedy,
Star Trek Online,6.0,3.73,2010,2-4 Appearances,Role-playing (RPG),Action,
Supreme Commander: Forged Alliance,9.0,30.8,2007,Gas Powered Games,Real Time Strategy (RTS),Action,
Remember Me,8.0,4.91,2013,DONTNOD Entertainment,Platform,Action,
Chorus,8.0,5.88,2021,Single Appearance,Shooter,Action,
Front Mission Evolved,5.0,1.66,2010,Single Appearance,Shooter,Action,
The Deadly Tower of Monsters,8.0,7.82,2016,ACE Team,Shooter,Action,
Rogue Trooper,8.0,14.33,1986,Rebellion,Shooter,Action,
Rogue Trooper,8.0,14.33,2006,Rebellion,Shooter,Action,
Mega Man Legacy Collection 2,8.0,6.62,2017,2-4 Appearances,Shooter,Action,
Starlink: Battle for Atlas,6.0,2.67,2018,Single Appearance,Shooter,Action,
Borderlands 2 VR,5.0,1.22,2018,Gearbox Software,Shooter,Action,
Project Freedom,8.0,4.81,2009,City Interactive,Simulator,Action,
Wasteland Remastered,6.0,2.69,2020,inXile Entertainment,Role-playing (RPG),Science fiction,
Beyond Contact,6.0,2.5,2021,Single Appearance,Adventure,Action,
Flippin Misfits,5.0,0.73,2022,2-4 Appearances,Hack and slash/Beat 'em up,Action,
War Robots: Frontiers,6.0,2.99,0,2-4 Appearances,Simulator,Action,
Rocket Arena,5.0,1.6,2020,Single Appearance,Shooter,Action,
Mafia II: Definitive Edition,6.0,2.36,2020,Single Appearance,Shooter,Action,
Zork Nemesis: The Forbidden Lands,7.0,4.14,1996,Zombie Studios,Point-and-click,Fantasy,
Xpand Rally,8.0,4.43,2004,Techland,Racing,Non-fiction,
Xpand Rally Xtreme,6.0,3.14,2006,Techland,Racing,Non-fiction,
FoxTail,8.0,15.14,2018,Single Appearance,Point-and-click,Fantasy,
Gotham Knights,5.0,2.15,2022,Single Appearance,Role-playing (RPG),Action,
Red Wings: American Aces,7.0,4.75,2022,Single Appearance,Shooter,Action,
God of War,9.0,31.65,2018,2-4 Appearances,Role-playing (RPG),Action,
God of War,9.0,31.65,2009,2-4 Appearances,Hack and slash/Beat 'em up,Action,
God of War,9.0,31.65,2005,2-4 Appearances,Puzzle,Action,
Midnight Fight Express,8.0,9.99,2022,Single Appearance,Fighting,Action,
Fire Commander,5.0,2.19,2022,Single Appearance,Real Time Strategy (RTS),Action,
Gungrave G.O.R.E,5.0,1.98,2022,Single Appearance,Fighting,Action,
Street Fighter 30th Anniversary Collection,5.0,2.33,2018,2-4 Appearances,Fighting,Action,
Bleeding Edge,5.0,1.97,2020,2-4 Appearances,Fighting,Action,
Deadbeat Heroes,5.0,1.78,2017,Single Appearance,Fighting,Action,
Capcom Fighting Collection,8.0,11.67,2022,CAPCOM Co. Ltd.,Fighting,Action,
Million Arthur: Arcana Blood,6.0,3.85,2017,Square Enix,Fighting,Action,
The Curse of Monkey Island,9.0,38.47,1997,2-4 Appearances,Point-and-click,Fantasy,
SolSeraph,5.0,1.16,2019,ACE Team,Platform,Action,
The Misadventures of P.B. Winterbottom,8.0,7.32,2010,2-4 Appearances,Platform,Action,
Lost Ark,6.0,2.54,2018,Single Appearance,Role-playing (RPG),Action,
Windbound,5.0,1.4,2020,2-4 Appearances,Role-playing (RPG),Action,
NASCAR Heat 4,8.0,4.22,2019,2-4 Appearances,Racing,Action,
Mugsters,6.0,2.25,2018,Single Appearance,Platform,Action,
Yooka-Laylee and the Impossible Lair,8.0,5.3,2019,2-4 Appearances,Platform,Action,
Super Monkey Ball: Banana Blitz HD,5.0,1.36,2019,SEGA,Platform,Action,
The Disney Afternoon Collection,8.0,8.08,2017,Capcom,Platform,Action,
Super Mega Baseball: Extra Innings,8.0,9.21,2015,2-4 Appearances,Simulator,Kids,
Return to Zork,7.0,7.0,1993,2-4 Appearances,Point-and-click,Fantasy,
Zork: Grand Inquisitor,8.0,24.67,1997,2-4 Appearances,Point-and-click,Fantasy,
Spycraft: The Great Game,7.0,8.0,1996,2-4 Appearances,Adventure,Thriller,
Age of Empires: Definitive Edition,8.0,5.31,2018,2-4 Appearances,Real Time Strategy (RTS),Action,
Tomb Raider: Anniversary,8.0,4.74,2007,Crystal Dynamics,Shooter,Action,
Tomb Raider: Underworld,6.0,3.22,2008,Crystal Dynamics,Shooter,Action,
Tomb Raider: Underworld,6.0,3.22,2008,Crystal Dynamics,Shooter,Action,
Tails of Iron,8.0,8.53,2021,Single Appearance,Platform,Action,
The Sum of All Fears,6.0,3.3,2002,2-4 Appearances,Shooter,Action,
The Sum of All Fears,6.0,3.3,2002,2-4 Appearances,Adventure,Thriller,
Max: The Curse of Brotherhood,8.0,17.17,2013,2-4 Appearances,Platform,Action,
Viking: Battle for Asgard,5.0,0.94,2008,Single Appearance,Hack and slash/Beat 'em up,Action,
One Step From Eden,8.0,15.27,2020,2-4 Appearances,Shooter,Action,
Rogue Heroes: Ruins of Tasos,8.0,4.0,2021,2-4 Appearances,Role-playing (RPG),Action,
Archvale,8.0,8.59,2021,Single Appearance,Shooter,Action,
RockShot,5.0,0.85,2018,2-4 Appearances,Shooter,Action,
Conflict: Denied Ops,5.0,1.09,2008,Single Appearance,Shooter,Action,
Capcom Beat 'Em Up Bundle,8.0,6.89,2018,CAPCOM Co. Ltd.,Fighting,Action,
Damnation,5.0,0.85,2009,Single Appearance,Shooter,Action,
NBA 2K Playgrounds 2,8.0,4.08,2018,Saber Interactive,Sport,Action,
Raging Justice,6.0,2.51,2018,Single Appearance,Fighting,Action,
Teenage Mutant Ninja Turtles: The Cowabunga Collection,8.0,5.58,2022,2-4 Appearances,Fighting,Action,
Wanted: Dead,5.0,1.31,2023,2-4 Appearances,Shooter,Action,
American Conquest,5.0,1.98,2003,GSC Game World,Real Time Strategy (RTS),Historical,
Cossacks II: Battle for Europe,6.0,3.85,2006,GSC Game World,Real Time Strategy (RTS),Fantasy,
Cossacks: European Wars,6.0,2.67,2001,GSC Game World,Real Time Strategy (RTS),Fantasy,
Cossacks II: Napoleonic Wars,5.0,1.21,2005,GSC Game World,Real Time Strategy (RTS),Fantasy,
Touken Ranbu Warriors,8.0,7.8,2022,KOEI TECMO GAMES CO. LTD.,Hack and slash/Beat 'em up,Action,
LA Cops,5.0,1.07,2015,Single Appearance,Shooter,Action,
Dodgeball Academia,8.0,17.14,2021,2-4 Appearances,Role-playing (RPG),Action,
Fear Effect Sedna,5.0,0.72,2018,2-4 Appearances,Shooter,Action,
Motorsport Manager,8.0,11.09,2014,Single Appearance,Racing,Business,
NASCAR Heat 2,5.0,1.95,2017,2-4 Appearances,Racing,Non-fiction,
NASCAR Heat Evolution,5.0,1.17,2016,2-4 Appearances,Racing,Non-fiction,
Space Channel 5: Part 2,8.0,7.97,2002,SEGA,Music,Action,
Perils of Man,6.0,3.73,2014,Single Appearance,Point-and-click,Science fiction,
Secret Files: Sam Peters,6.0,2.46,2013,2-4 Appearances,Point-and-click,Mystery,
Secret Files 3,5.0,2.2,2012,2-4 Appearances,Point-and-click,Kids,
Sam & Max Hit the Road,9.0,23.19,1993,Single Appearance,Point-and-click,Science fiction,
Penarium,8.0,5.43,2015,Single Appearance,Platform,Action,
Zak McKracken and the Alien Mindbenders,8.0,8.27,1988,2-4 Appearances,Point-and-click,Science fiction,
Lost Horizon 2,5.0,0.9,2015,Single Appearance,Point-and-click,Kids,
TY the Tasmanian Tiger 4,8.0,4.45,2013,2-4 Appearances,Platform,Action,
Maui Mallard in Cold Shadow,5.0,1.75,1998,2-4 Appearances,Platform,Action,
Maui Mallard in Cold Shadow,5.0,1.75,1995,2-4 Appearances,Platform,Action,
Maniac Mansion,8.0,6.1,1987,2-4 Appearances,Point-and-click,Fantasy,
Bionic Commando,6.0,2.72,1992,Capcom,Platform,Action,
Bionic Commando,6.0,2.72,2009,Capcom,Shooter,Action,
Bionic Commando,6.0,2.72,1987,Capcom,Shooter,Action,
Bionic Commando,6.0,2.72,1988,Capcom,Shooter,Action,
Trials of the Blood Dragon,5.0,2.0,2016,Single Appearance,Shooter,Action,
Romance of the Three Kingdoms Maker,5.0,1.86,2015,KOEI TECMO GAMES CO. LTD.,Simulator,Fantasy,
Constructor,6.0,3.09,1997,2-4 Appearances,Simulator,Comedy,
Lords of the Realm II,9.0,23.86,1996,2-4 Appearances,Real Time Strategy (RTS),Historical,
Joint Task Force,8.0,7.35,2007,2-4 Appearances,Real Time Strategy (RTS),Action,
Nemesis of the Roman Empire,8.0,12.83,2003,Haemimont Games,Real Time Strategy (RTS),Action,
Genghis Khan II: Clan of the Gray Wolf,5.0,1.25,1993,KOEI TECMO GAMES CO. LTD.,Strategy,Historical,
Bandit Kings of Ancient China,6.0,3.17,1990,KOEI TECMO GAMES CO. LTD.,Strategy,Historical,
Bandit Kings of Ancient China,6.0,3.17,1989,KOEI TECMO GAMES CO. LTD.,Strategy,Fantasy,
Romance of the Three Kingdoms II,7.0,4.5,1990,KOEI TECMO GAMES CO. LTD.,Strategy,Historical,
Lords of the Realm III,5.0,0.87,2004,2-4 Appearances,Real Time Strategy (RTS),Action,
Army Men II,5.0,1.85,1999,The 3DO Company,Shooter,Action,
The Dark Crystal: Age of Resistance Tactics,6.0,3.24,2020,2-4 Appearances,Role-playing (RPG),Fantasy,
Army Men,6.0,3.12,2000,The 3DO Company,Arcade,Action,
Army Men,6.0,3.12,1998,The 3DO Company,Strategy,Action,
Army Men: Toys in Space,5.0,2.0,1999,The 3DO Company,Strategy,Action,
Lords of the Realm,8.0,4.0,1994,2-4 Appearances,Simulator,Historical,
Ship Simulator: Maritime Search and Rescue,5.0,1.39,2014,2-4 Appearances,Simulator,Action,
Airport Simulator 2015,5.0,0.66,2015,Single Appearance,Simulator,Non-fiction,
Hospital Tycoon,5.0,0.68,2009,Single Appearance,Simulator,Comedy,
Fireworks Simulator,5.0,1.36,2014,2-4 Appearances,Simulator,Sandbox,
Lethal VR,6.0,3.68,2016,2-4 Appearances,Shooter,Action,
Eagle Flight,5.0,1.47,2016,Single Appearance,Shooter,Action,
Tokyo Warfare Turbo,8.0,5.08,2019,Single Appearance,Simulator,Action,
Crime Cities,5.0,1.31,2000,Techland,Shooter,Action,
Dive to the Titanic,4.0,0.6,2010,2-4 Appearances,Simulator,"4X (explore, expand, exploit, and exterminate)",
Rise of the Argonauts,6.0,2.45,2008,Single Appearance,Role-playing (RPG),Action,
L.A. Noire: The VR Case Files,5.0,1.26,2017,Rockstar Games,Puzzle,Action,
The Baconing,6.0,3.54,2011,2-4 Appearances,Role-playing (RPG),Action,
The Elder Scrolls Adventures: Redguard,5.0,1.53,1998,2-4 Appearances,Role-playing (RPG),Action,
Rocket Knight,6.0,2.81,2010,Climax Studios,Platform,Action,
A-Men 2,5.0,0.93,2013,2-4 Appearances,Platform,Action,
DeathSpank,8.0,16.23,2010,2-4 Appearances,Fighting,Action,
Heroes of Dark Dungeon,6.0,2.6,2017,Single Appearance,Role-playing (RPG),Action,
Axel & Pixel,6.0,2.77,2009,Single Appearance,Point-and-click,Fantasy,
Speedball 2 HD,5.0,1.92,2013,Single Appearance,Sport,Action,
Return to Krondor,5.0,1.52,1998,Single Appearance,Role-playing (RPG),Fantasy,
Redneck Kentucky and the Next Generation Chickens,8.0,20.5,2019,2-4 Appearances,Shooter,Action,
Omega Agent,6.0,3.15,2016,Fireproof Games,Shooter,Action,
Time of Shadows,4.0,0.58,2009,Single Appearance,Role-playing (RPG),Action,
Drug Wars,4.0,0.42,2009,Single Appearance,Shooter,Action,
Uncharted Waters,7.0,6.0,1990,KOEI TECMO GAMES CO. LTD.,Role-playing (RPG),Fantasy,
Sangokushi Eiketsuden,6.0,3.15,1995,KOEI TECMO GAMES CO. LTD.,Role-playing (RPG),Fantasy,
Fortnite,9.6,84.0,2017,Single Appearance,Shooter,Warfare,
League of Legends,9.2,84.0,2009,2-4 Appearances,Role-playing (RPG),Action,
Call of Duty: Modern Warfare III,6.0,58.0,2011,Single Appearance,Shooter,Warfare,
VALORANT,9.0,90.0,2020,2-4 Appearances,Shooter,Warfare,
World of Warcraft,9.5,83.0,2004,2-4 Appearances,Real Time Strategy (RTS),Warfare,
Grand Theft Auto V,10.0,95.0,2013,Rockstar Games,Role-playing (RPG),Action,
Lethal Company,10.0,90.0,2023,2-4 Appearances,Indie,Survival,
Teamfight Tactics,9.0,90.0,2019,2-4 Appearances,Strategy,Action,
Apex Legends,9.0,81.0,2019,Single Appearance,Shooter,Warfare,
Minecraft,9.0,90.0,2011,2-4 Appearances,Indie,Survival,
Counter-Strike 2,9.0,64.0,2023,Single Appearance,Shooter,Warfare,
EA Sports FC 24,6.0,71.0,2023,Single Appearance,Sport,Action,
Dead by Daylight,9.0,88.0,2016,Single Appearance,Fighting,Horror,
Class of '09: The Re-Up,8.9,90.0,2023,2-4 Appearances,Role-playing (RPG),Drama,
Overwatch 2,2.0,53.0,2022,2-4 Appearances,Shooter,Action,
Genshin Impact,9.0,84.0,2020,Single Appearance,Role-playing (RPG),Fantasy,
Gran Turismo 7,9.0,90.0,2017,Single Appearance,Racing,Action,
Hearthstone,8.0,87.0,2014,2-4 Appearances,Strategy,Non-fiction,
Street Fighter 6,9.0,89.0,2023,Capcom,Fighting,Action,
Call of Duty: Warzone,10.0,93.0,2020,Raven Software,Shooter,Warfare,
Escape from Tarkov,8.0,80.0,2023,Single Appearance,Shooter,Action,
World of Tanks,7.5,75.0,2010,Single Appearance,Real Time Strategy (RTS),Action,
Lost Ark,8.0,85.0,2018,Single Appearance,Role-playing (RPG),Action,
ELDEN RING,10.0,92.0,2022,Single Appearance,Role-playing (RPG),Action,
Dark and Darker,9.0,90.0,2023,Single Appearance,Shooter,Action,
Black Desert,7.0,70.0,2014,2-4 Appearances,Role-playing (RPG),Action,
Old School RuneScape,9.0,90.0,2001,Single Appearance,Role-playing (RPG),Action,
DayZ,7.0,88.0,2013,Bohemia Interactive,Shooter,Survival,
VRChat,7.0,80.0,2014,Single Appearance,Simulator,Open world,
PUBG: BATTLEGROUNDS,8.0,88.0,2017,Single Appearance,Shooter,Action,
Tom Clancy's Rainbow Six Siege,8.5,90.0,1998,2-4 Appearances,Shooter,Survival,
PokŽmon Black/White Version 2,9.0,94.0,2010,2-4 Appearances,Role-playing (RPG),Fantasy,
Super Mario RPG,8.0,94.0,1996,2-4 Appearances,Role-playing (RPG),Action,
They Are Billions,9.0,93.0,2017,2-4 Appearances,Real Time Strategy (RTS),Survival,
Eternal Return,7.0,87.0,2020,Nimble Neuron,Role-playing (RPG),Action,
Mobile Legends: Bang Bang,9.0,90.0,2016,Single Appearance,Role-playing (RPG),Action,
NBA 2K24,2.0,57.0,2023,Visual Concepts,Sport,Action,
ARK: Survival Ascended,6.0,88.0,2023,Single Appearance,Shooter,Thriller,
Destiny 2,9.0,89.0,2017,2-4 Appearances,Shooter,Warfare,
Rocket League,9.0,94.0,2015,Single Appearance,Sport,Fantasy,
MapleStory,6.0,81.0,2003,2-4 Appearances,Role-playing (RPG),Open world,
Dungeon Fighter Online,6.0,80.0,2005,2-4 Appearances,Fighting,Open world,
Madden NFL 24,5.0,36.0,2023,Single Appearance,Sport,Action,
Baldur's Gate 3,10.0,93.0,2023,Larian Studios,Role-playing (RPG),Open world,
Call of Duty,6.2,62.0,2003,Single Appearance,Shooter,Action,
Lies of P,9.0,94.0,2023,Single Appearance,Role-playing (RPG),Fantasy,
PokŽmon Scarlet/Violet,9.0,70.0,2022,Single Appearance,Role-playing (RPG),Kids,
ROBLOX,9.0,65.0,2006,Single Appearance,Platform,Kids,
FINAL FANTASY XIV ONLINE,9.0,88.0,2023,Single Appearance,Fighting,Fantasy,
Tibia,8.3,80.0,1997,Single Appearance,Role-playing (RPG),Open world,
Super Mario 64,9.8,96.0,1996,2-4 Appearances,Platform,Fantasy,
Albion Online,8.5,79.0,2017,Single Appearance,Role-playing (RPG),Fantasy,
Rust,9.0,94.0,2013,Single Appearance,Shooter,Survival,
Metal Gear Solid 2: Sons of Liberty,6.0,97.0,2001,Single Appearance,Adventure,Action,
The Simpsons: Hit & Run,8.0,80.0,2003,Single Appearance,Indie,Action,
Phasmophobia,10.0,96.0,2020,2-4 Appearances,Indie,Horror,
Backpack Battles,8.9,89.0,2023,Single Appearance,Strategy,Survival,
Spelunky 2,9.0,93.0,2020,2-4 Appearances,Platform,Kids,
Diablo IV,6.0,62.0,2023,Single Appearance,Fighting,Action,
Naruto x Boruto: Ultimate Ninja Storm Connections,6.0,70.0,2023,Single Appearance,Fighting,Action,
Red Dead Redemption 2,10.0,96.0,2018,Rockstar Games,Adventure,Action,
Arena Breakout,9.0,90.0,2023,Single Appearance,Shooter,Warfare,
Sea of Thieves,8.0,94.0,2018,Single Appearance,Fighting,Action,
Hunt: Showdown,7.5,92.0,2018,Crytek,Shooter,Survival,
Super Smash Bros. Ultimate,9.4,96.0,2018,Single Appearance,Fighting,Fantasy,
Puyo Puyo Champions,7.5,90.0,2018,SEGA,Arcade,Party,
Halo Infinite,9.0,91.0,2021,2-4 Appearances,Shooter,Action,
