game,reviewer_rating,positivity_ratio,first_release_date,game_modes,genres,themes,developer_Scott Cawthon,developer_Tero Lunkka,binned_developer_encoded
Conductor,8.0,13.75,2017,1,9,1,0,0,277
Chasing Static,8.0,6.82,2021,1,31,18,0,0,3
Bloodwash,8.0,10.92,2021,1,31,1,0,0,3
Vertigo 2,9.0,31.89,2023,1,31,1,0,0,3
The Change Architect,5.0,1.59,2020,1,31,20,0,0,3
Mortos,5.0,0.91,2016,1,31,1,0,0,341
Eye of the Temple,8.0,18.71,2021,1,8,1,0,0,341
Hospital 9,5.0,1.6,2019,1,32,1,0,0,351
Bloodwych,5.0,0.9,1989,1,12,17,0,0,341
Peace Restored,6.0,3.14,2019,2,12,1,0,0,341
Shoot Them,8.0,5.0,2019,1,12,1,0,0,341
Absence,4.0,0.38,2016,1,31,1,0,0,341
Australian trip,6.0,2.25,2017,1,31,1,0,0,3
Super Meat Shooter,4.0,0.6,2017,1,31,1,0,0,341
Dawn of the Breakers,5.0,0.79,2018,1,4,1,0,0,3
The Fog: Trap for Moths,5.0,1.55,2013,1,31,43,0,0,78
Space of Darkness,5.0,0.93,2017,1,31,1,0,0,341
Baezult,6.0,2.89,2016,1,8,1,0,0,341
Earthworm Jim 3D,5.0,0.93,1999,1,8,1,0,0,341
Evil Pumpkin: The Lost Halloween,5.0,1.53,2014,1,9,19,0,0,341
Morphite,6.0,2.26,2017,1,5,1,0,0,3
Overclocked: A History of Violence,6.0,3.12,2007,1,2,1,0,0,3
Infinite Space III: Sea of Stars,6.0,2.4,2015,1,13,1,0,0,3
Joe's Diner,4.0,0.62,2015,1,31,1,0,0,392
World Keepers: Last Resort,6.0,2.54,2017,1,31,19,0,0,3
Ice Station Z,6.0,2.94,2021,1,31,1,0,0,3
Saint Kotar,8.0,3.97,2021,1,2,19,0,0,3
The Crow's Eye,6.0,2.95,2017,1,9,19,0,0,341
bit Dungeon III,6.0,2.98,2019,1,12,1,0,0,3
Dread X Collection 5,8.0,5.21,2022,1,31,1,0,0,3
Vertigo,8.0,4.34,2016,1,5,1,0,0,3
Vertigo,8.0,4.34,2011,1,13,32,0,0,3
Vertigo,8.0,4.34,2016,1,5,1,0,0,3
Vertigo,8.0,4.34,2011,1,13,32,0,0,3
Demons Roots,8.0,15.26,2021,1,12,1,0,0,341
Bonkey Trek Quimdung Edition,7.0,4.5,2021,1,31,27,0,0,341
Absinth,6.0,2.72,2020,1,9,1,0,0,341
Don't Forget Me,5.0,2.03,2021,1,2,18,0,0,3
Ben 10: Power Trip,8.0,5.03,2020,1,8,1,0,0,3
Yozora Rhapsody,5.0,1.8,2017,1,31,42,0,0,3
TroubleDays,8.0,10.27,2020,1,31,17,0,0,3
Ritter,4.0,0.42,2018,1,31,1,0,0,3
Space Epic Untitled - Season 1,4.0,0.48,2017,2,31,1,0,0,341
Lost Borderline,7.0,7.0,2018,1,31,1,0,0,341
The Adventures of Capitano Navarro,4.0,0.47,2017,1,12,1,0,0,341
Hard Place,5.0,1.0,2018,1,31,1,0,0,341
Mistfal,5.0,0.84,2016,1,31,1,0,0,341
Forgotten Places: Lost Circus,5.0,0.77,2018,1,31,43,0,0,3
Pillar,5.0,2.0,2015,1,9,18,0,0,341
The Lost,5.0,1.31,0,1,13,1,0,0,3
The Lost,5.0,1.31,2019,1,15,1,0,0,3
Mint,5.0,1.08,2017,1,31,1,0,0,341
X-17,5.0,0.84,2016,1,32,1,0,0,341
Endless Night - Alpha,8.0,6.43,2016,1,31,1,0,0,341
Disposable Heroes,5.0,1.69,1987,1,8,1,0,0,3
Disposable Heroes,5.0,1.69,2015,1,31,1,0,0,3
Bird Game,6.0,3.06,2018,1,31,1,0,0,341
Kama Bullet Heritage,5.0,1.46,2017,1,31,1,0,0,249
The Last DeadEnd,6.0,3.08,2018,1,5,1,0,0,341
Reign of the Succubus,5.0,1.3,2019,1,12,17,0,0,3
Rabbit Story,6.0,2.75,2017,1,31,17,0,0,341
Monsters Ate My Birthday Cake,8.0,32.33,2014,1,9,27,0,0,341
Cherry Tree High I! My! Girls!,5.0,2.19,2014,1,32,27,0,0,3
Highschool Possession,5.0,2.11,2015,1,31,42,0,0,95
Path to Mnemosyne,6.0,2.75,2018,1,9,19,0,0,3
Les Fleursword,5.0,1.08,2017,1,12,42,0,0,3
Skinwalker Hunt,8.0,11.26,2021,1,31,1,0,0,160
Diamond Dan,6.0,2.62,2010,1,8,1,0,0,341
Cyberpunk SFX,8.0,4.3,2020,1,13,1,0,0,408
Lone Land,8.0,3.85,2020,1,31,1,0,0,3
Kotel Ne Gori: A Friend of Lena Boots,8.0,15.2,2020,1,32,1,0,0,3
SpaceRoads,5.0,1.25,2016,1,10,1,0,0,341
The Doorbreaker,4.0,0.34,2017,1,12,1,0,0,3
Tales of Adventure 2,4.0,0.5,2014,1,12,1,0,0,341
Distorted Reality,4.0,0.26,2017,1,31,1,0,0,341
Return of the Phantom,7.0,7.0,1993,1,2,19,0,0,3
In Between Games,5.0,1.88,2018,1,31,1,0,0,341
Take the Cake,6.0,2.67,2017,1,31,1,0,0,341
Rocketboat - Pilot,6.0,3.5,2018,1,12,1,0,0,341
Mesel,6.0,2.38,2016,1,9,1,0,0,3
Pajama Sam's Sock Works,8.0,6.11,1997,1,2,1,0,0,172
Echoes of the Fey Episode 0: The Immolation,8.0,4.67,2017,1,31,17,0,0,3
Like No Other: The Legend Of The Twin Books,8.0,10.0,2022,1,8,35,0,0,3
Star Advent,5.0,1.35,2018,1,31,1,0,0,341
Renoir,5.0,1.0,2016,1,8,1,0,0,3
Global Adventures,4.0,0.6,2017,2,12,1,0,0,341
Starship Titanic,6.0,3.58,1998,1,31,18,0,0,341
Olympia Rising,6.0,2.4,2015,1,8,1,0,0,341
Breached,5.0,1.26,2016,1,31,18,0,0,341
Super Jagua,8.0,4.94,2016,1,31,1,0,0,341
Funk of Titans,6.0,2.86,2015,1,8,1,0,0,3
Mechanism,5.0,2.2,2023,1,33,19,0,0,341
Inherit the Earth: Quest for the Orb,8.0,14.29,1994,1,2,17,0,0,341
Amulet of Dreams,5.0,1.58,2016,1,31,17,0,0,341
Memoranda,6.0,2.8,2017,1,2,43,0,0,341
My Cute Succubus,8.0,4.55,2021,1,9,42,0,0,341
The Pirate's Fate,8.0,7.7,2018,1,12,17,0,0,341
Blackwood Crossing,8.0,4.67,2017,1,31,17,0,0,341
The Gunk,8.0,6.27,2021,1,8,1,0,0,178
Mundaun,9.0,19.1,2021,1,9,1,0,0,341
Skotos,5.0,1.78,2021,1,8,1,0,0,3
The Unholy Society,5.0,1.89,2020,1,9,1,0,0,341
Stay in the Light,5.0,1.53,2020,1,31,1,0,0,341
Raindancer,8.0,9.17,2019,1,4,1,0,0,341
Chrono Ghost,7.0,11.0,2019,1,8,1,0,0,341
Narco Strike,5.0,1.24,2019,1,31,1,0,0,3
Cartoon Network Journeys VR,8.0,12.44,2019,1,31,1,0,0,341
The Indifferent Wonder of an Edible Place,8.0,4.83,2020,1,31,22,0,0,341
Station 228,4.0,0.38,2017,1,31,1,0,0,3
The Miserable Crimson Hooded Girl,7.0,4.33,2021,1,31,43,0,0,415
Whispers in the Dark,6.0,3.0,2021,1,31,19,0,0,341
Magic Mouse,7.0,3.5,2018,1,31,1,0,0,341
Adam and Eve: The Game - Chapter 1,4.0,0.32,2016,1,8,1,0,0,341
Clockwise,5.0,1.69,2017,1,9,19,0,0,341
Neighbor,7.0,16.0,2018,1,34,19,0,0,341
The Abbey,5.0,1.26,2014,1,2,43,0,0,341
Returner 77,6.0,2.5,2017,1,9,17,0,0,341
CDF Ghostship,5.0,0.67,2015,1,5,1,0,0,3
Space Legends: At the Edge of the Universe,5.0,0.73,2014,1,31,18,0,0,341
Continue?9876543210,5.0,1.28,2013,1,26,1,0,0,3
Dark Fear,8.0,15.75,2016,1,12,19,0,0,341
Quarantine Circular,8.0,7.33,2018,1,9,18,0,0,44
Demon Turf,8.0,4.81,2021,1,8,1,0,0,3
Adventure Time: Pirates of the Enchiridion,8.0,7.69,2018,1,4,1,0,0,70
Evening Starter,8.0,3.92,0,1,12,1,0,0,3
Slay All Goblins,5.0,1.71,2019,1,31,1,0,0,341
Doctor Who: The Runaway,8.0,5.52,2020,1,31,1,0,0,341
Happy's Clocks,6.0,2.0,2022,1,32,1,0,0,341
Placebo Effect,6.0,2.25,2019,1,31,1,0,0,341
The Curse of Nordic Cove,5.0,0.94,2015,1,5,1,0,0,3
Outbreak: Endless Nightmares,5.0,1.0,2021,1,5,1,0,0,94
Reagan Gorbachev,7.0,5.0,2016,1,5,1,0,0,3
InMind 2 VR,6.0,2.22,2017,1,31,1,0,0,3
The Tale of Onogoro,7.0,4.83,2022,1,9,1,0,0,3
Retaliation,4.0,0.46,2015,1,31,1,0,0,341
Nana in the Dark,6.0,2.58,2017,1,31,1,0,0,3
Zombie Apocalypse,5.0,2.13,2018,1,31,1,0,0,196
Zombie Apocalypse,5.0,2.13,2017,1,5,1,0,0,196
Zombie Apocalypse,5.0,2.13,1992,1,5,1,0,0,196
Zombie Apocalypse,5.0,2.13,2009,1,5,1,0,0,196
Zombie Apocalypse,5.0,2.13,2018,1,31,1,0,0,152
Zombie Apocalypse,5.0,2.13,2017,1,5,1,0,0,152
Zombie Apocalypse,5.0,2.13,1992,1,5,1,0,0,152
Zombie Apocalypse,5.0,2.13,2009,1,5,1,0,0,152
Zombie Apocalypse,5.0,1.59,2018,1,31,1,0,0,196
Zombie Apocalypse,5.0,1.59,2017,1,5,1,0,0,196
Zombie Apocalypse,5.0,1.59,1992,1,5,1,0,0,196
Zombie Apocalypse,5.0,1.59,2009,1,5,1,0,0,196
Zombie Apocalypse,5.0,1.59,2018,1,31,1,0,0,152
Zombie Apocalypse,5.0,1.59,2017,1,5,1,0,0,152
Zombie Apocalypse,5.0,1.59,1992,1,5,1,0,0,152
Zombie Apocalypse,5.0,1.59,2009,1,5,1,0,0,152
The Thing: Space X,5.0,0.77,2017,1,31,1,0,0,211
Quantum Conscience,6.0,2.29,2015,1,31,18,0,0,3
Russian Prisoner VS Nazi Zombies,5.0,1.08,2018,1,31,1,0,0,259
Hard Light Vector,6.0,3.0,2019,1,31,1,0,0,341
Cyber Utopia,5.0,0.69,2017,1,31,1,0,0,341
The Ritual on Weylyn Island,5.0,1.88,2015,1,31,1,0,0,341
Montas,4.0,0.63,2014,1,5,19,0,0,341
Pixel Devil and the Broken Cartridge,5.0,1.49,2019,1,8,1,0,0,341
Wild Romance,5.0,1.15,2016,1,31,17,0,0,341
Malebolgia,5.0,1.58,2015,1,31,1,0,0,3
Umfend,8.0,8.5,2018,1,31,1,0,0,3
The Dead End,5.0,2.04,2022,1,31,1,0,0,341
Corpse of Discovery,5.0,1.8,2015,1,31,18,0,0,3
Heal Hitler,6.0,2.76,2021,1,31,22,0,0,341
Apex Construct,6.0,2.58,2018,1,5,1,0,0,3
Path Out,8.0,10.67,2017,1,31,39,0,0,341
Buccaneers!,8.0,4.78,2022,1,12,1,0,0,3
Camp Sunshine,8.0,10.87,2016,1,31,1,0,0,3
White Night,6.0,2.99,2015,1,9,1,0,0,3
Alisa,8.0,11.07,2021,1,31,1,0,0,341
Mental House,5.0,0.85,0,1,31,1,0,0,341
Arabel,7.0,19.0,2020,1,31,1,0,0,341
Keepers of the Trees,5.0,1.18,2020,3,31,1,0,0,341
Mira and the Mysteries of Alchemy,6.0,3.13,2019,1,12,17,0,0,341
Spooky Station,8.0,6.59,2019,1,8,1,0,0,341
Fight of Animals,8.0,17.88,2019,1,4,1,0,0,3
Make a Killing,5.0,1.5,2019,1,5,1,0,0,3
HorrorVale,8.0,41.67,2019,1,12,19,0,0,341
Suite 776,8.0,9.08,2019,1,31,1,0,0,359
Ameline and the Ultimate Burger,4.0,0.5,2017,1,31,1,0,0,3
Slinki,5.0,1.44,2015,1,8,1,0,0,341
Cosmi-Cave 64,6.0,2.25,2018,1,31,1,0,0,341
Horror in the Asylum,4.0,0.61,2016,1,31,1,0,0,341
Interfectorem,5.0,1.9,2016,1,9,19,0,0,3
Ankh 3: Battle of the Gods,5.0,2.0,2009,1,2,27,0,0,3
Diib's Dilemma,7.0,4.14,2016,1,12,1,0,0,341
Scapeland,5.0,1.44,2016,1,31,1,0,0,341
Akuatica,5.0,1.43,2015,1,31,1,0,0,341
Shin Samurai Jazz,5.0,1.68,2015,1,8,1,0,0,47
Nusakana,8.0,7.67,2015,1,12,44,0,0,341
Wyv and Keep: The Temple of the Lost Idol,8.0,4.28,2014,1,8,1,0,0,341
Stories of Bethem: Full Moon,8.0,5.0,2015,1,12,1,0,0,341
Ruzar - The Life Stone,6.0,2.53,2015,1,12,1,0,0,341
Tardy,8.0,9.58,2018,1,2,18,0,0,341
FixFox,8.0,9.09,2022,1,2,18,0,0,341
Ben 10,6.0,3.54,2012,1,8,18,0,0,384
Ben 10,6.0,3.54,2017,1,4,1,0,0,384
V.L.A.D.i.K,5.0,1.17,2019,1,12,1,0,0,249
Optika,8.0,6.49,2016,1,9,34,0,0,341
Lethe - Episode One,8.0,6.29,2016,1,9,1,0,0,341
Solar Ash,8.0,7.8,2021,1,8,1,0,0,3
Sand to Surf,5.0,1.32,2020,1,14,1,0,0,341
Vessels,8.0,28.0,2020,1,31,43,0,0,341
My Hole is a Mouth of Dirt,8.0,12.54,2020,1,31,19,0,0,415
SurvivalZ,5.0,1.5,2019,1,31,1,0,0,3
Pode,8.0,11.68,2018,1,8,17,0,0,3
Potentia,5.0,2.08,2017,2,32,1,0,0,3
Potentia,5.0,2.08,2021,1,5,1,0,0,3
Potentia,5.0,2.08,2017,2,32,1,0,0,3
Potentia,5.0,2.08,2021,1,5,1,0,0,3
Potentia,7.0,4.5,2017,2,32,1,0,0,3
Potentia,7.0,4.5,2021,1,5,1,0,0,3
Potentia,7.0,4.5,2017,2,32,1,0,0,3
Potentia,7.0,4.5,2021,1,5,1,0,0,3
Cooking Companions,8.0,17.57,2021,1,13,19,0,0,341
Vicious Circle,5.0,1.76,2019,2,5,1,0,0,341
NinNinDays,8.0,15.02,2019,1,31,17,0,0,3
Daddy's gone a-hunting,4.0,0.45,2017,1,31,1,0,0,3
Anti Gravity Warriors VR,5.0,0.77,2017,1,31,1,0,0,341
Forever Lost: Episode 1,7.0,4.0,2012,1,2,19,0,0,341
The Way of the Pixelated Fist,5.0,1.0,2015,1,31,1,0,0,47
Runeyana,5.0,0.85,2017,1,12,1,0,0,3
Rail Recon,7.0,7.67,2018,1,31,1,0,0,341
Hypatia,5.0,2.0,2017,2,31,1,0,0,341
Hot Mars 69,5.0,0.73,2018,1,31,1,0,0,259
Virus Z,5.0,1.32,2017,1,31,1,0,0,126
Chicken Rider,5.0,2.05,2018,1,8,1,0,0,3
Isles of Etherion,5.0,2.1,0,1,12,1,0,0,341
Revenge of the Headless,6.0,3.58,2018,1,31,1,0,0,341
Gore Screaming Show,8.0,17.33,2022,1,31,1,0,0,341
Magnetic By Nature,5.0,2.23,2014,1,8,1,0,0,341
Kingdom of Aurelia: Mystery of the Poisoned Dagger,6.0,2.25,2016,1,2,35,0,0,335
Blink the Bulb,8.0,5.69,2017,1,8,1,0,0,341
Galaxy Girls,5.0,2.1,2017,1,31,42,0,0,341
Zarya-1: Mystery on the Moon,8.0,12.38,2017,1,31,43,0,0,341
Strawberry Vinegar,8.0,7.0,2016,1,12,44,0,0,428
The Men of Yoshiwara: Ohgiya,8.0,6.36,2016,1,31,22,0,0,104
QV,8.0,8.33,2020,1,8,1,0,0,341
Pub Encounter,8.0,5.35,2016,1,31,44,0,0,104
Soul Searching,8.0,7.12,2017,1,12,21,0,0,341
Soul Searching,8.0,7.12,2017,1,12,21,0,0,3
A Bewitching Revolution,8.0,16.12,2019,1,31,17,0,0,3
Hakuoki: Edo Blossoms,9.0,24.93,2016,1,31,22,0,0,176
Shutter 2,6.0,2.0,2020,1,31,1,0,0,3
Eternia: Pet Whisperer,7.0,13.0,2021,1,31,27,0,0,3
Kohate,8.0,7.83,2020,1,31,1,0,0,91
Wire Lips,8.0,11.64,2020,1,9,1,0,0,3
Voxel Scavenger,7.0,5.5,2019,1,31,1,0,0,341
Incoming Evil,8.0,4.0,2019,1,32,1,0,0,341
Dawn Break -Origin-,5.0,2.09,2019,1,12,1,0,0,341
Escape from Fortress Lugohm,6.0,2.67,2019,1,12,42,0,0,3
Rhome,8.0,7.95,2020,1,31,19,0,0,324
UnderWater Adventure,3.0,0.1,2016,1,31,1,0,0,341
Extra Terrestrial Perception,4.0,0.5,2017,1,31,1,0,0,341
Beer'em Up,5.0,1.0,2018,1,31,1,0,0,3
Arcane Maelstrom,5.0,0.64,2017,1,12,1,0,0,341
Lemuria: Lost in Space,5.0,1.4,2017,1,2,18,0,0,3
Ninja Noboken,7.0,3.5,2022,1,31,1,0,0,341
Simplex Mundi,7.0,3.4,2018,1,31,1,0,0,341
Spud!,6.0,2.5,1996,1,2,27,0,0,3
Tony Tough and the Night of Roasted Moths,5.0,1.46,1997,1,2,27,0,0,341
Bomber 95,5.0,1.57,2018,1,31,1,0,0,341
Hikikomori No Chuunibyou,5.0,1.75,2016,1,31,1,0,0,47
Tell Some Story: Foz,7.0,16.5,2023,1,31,1,0,0,341
Red Riding Hood - Star Crossed Lovers,5.0,1.63,2018,1,31,17,0,0,3
Rescue Bear Operation,6.0,3.12,2016,1,31,1,0,0,341
Mysteries of the Undead,5.0,1.61,2019,1,31,17,0,0,341
Russian World,8.0,9.83,2018,1,31,17,0,0,259
Red Rope: Don't Fall Behind,8.0,5.56,2016,1,31,1,0,0,3
My Secret Pets!,5.0,2.25,2015,1,13,44,0,0,104
Bombslinger,6.0,3.54,2018,1,4,1,0,0,341
Stonekeep,8.0,19.8,1995,1,12,1,0,0,341
Pantsu Hunter: Back to the 90s,8.0,4.91,2019,1,9,27,0,0,341
Red Alliance,6.0,3.32,2018,1,31,1,0,0,341
Evil God Korone,8.0,21.0,2021,1,31,19,0,0,393
The Running Man,5.0,2.1,1989,1,8,1,0,0,341
Fatum Betula,8.0,20.61,2020,1,9,19,0,0,3
Finding summer,5.0,0.64,2018,1,31,1,0,0,3
Blood Brothers,7.0,3.67,1988,1,5,1,0,0,3
Blood Brothers,7.0,3.67,2019,2,31,1,0,0,3
Excalibots,5.0,1.6,2020,1,4,1,0,0,341
The Crimson Diamond: Chapter 1,7.0,11.33,2020,1,31,43,0,0,341
Ghost Stories,6.0,2.33,2019,1,31,1,0,0,3
Night Sing,5.0,1.88,2019,1,12,1,0,0,341
F.E.X (Forced Evolution Experiment),2.0,0.12,2017,1,31,1,0,0,341
Megatronic Void,3.0,0.21,2017,1,32,1,0,0,341
Biomydra,5.0,0.88,2017,1,31,1,0,0,341
A Fishy RPG,5.0,1.4,2021,1,14,1,0,0,3
Space Salvager,4.0,0.47,2014,1,12,18,0,0,341
Trajectory,5.0,1.25,2017,1,31,1,0,0,3
Playthings: VR Music Vacation,7.0,3.67,2016,1,31,1,0,0,341
Rent's Due: The Game,7.0,3.67,2021,1,8,1,0,0,341
Zeitgeist,6.0,2.4,2022,1,8,1,0,0,341
Lights Out,5.0,1.6,2019,1,9,1,0,0,341
Zombie Killtime,5.0,1.1,2015,1,31,1,0,0,341
Mystic Towers,5.0,2.07,1994,1,12,1,0,0,341
Blue Horizon,5.0,0.92,2017,1,12,1,0,0,3
96 Mill,7.0,4.0,2017,1,31,19,0,0,341
Locked Fears,5.0,1.74,2016,1,31,1,0,0,341
Rainbow Step,7.0,7.17,2017,1,31,1,0,0,341
Midnight,6.0,2.29,2015,1,31,1,0,0,284
Trigger Runners,6.0,3.06,2016,1,10,1,0,0,341
7 Girls War,5.0,1.06,2021,1,12,42,0,0,341
Adventure in the Tower of Flight,8.0,4.41,2015,1,8,1,0,0,341
Fenimore Fillmore: The Westerner,8.0,12.5,2003,1,2,22,0,0,3
Survival Nation,6.0,2.56,2023,1,12,1,0,0,3
Brine,4.0,0.36,2016,1,31,21,0,0,341
Crossroad,8.0,3.85,2018,1,31,44,0,0,3
Curse: The Eye of Isis,6.0,2.41,2003,1,31,1,0,0,341
Nether: The Untold Chapter,5.0,1.29,2019,1,31,1,0,0,3
Animus: Revenant,5.0,0.91,2021,1,12,1,0,0,341
Naau: The Lost Eye,5.0,1.88,2021,1,31,1,0,0,341
Kabukicho Story,6.0,3.06,2020,1,12,17,0,0,341
Room 54,5.0,1.61,2021,1,31,1,0,0,341
Falcon City,8.0,13.5,2020,1,31,43,0,0,341
And All Would Cry Beware!,8.0,4.43,2019,1,5,1,0,0,307
Quintus and the Absent Truth,8.0,3.88,2020,1,9,1,0,0,3
Tanuki Sunset,8.0,14.72,2019,1,10,1,0,0,341
70 Seconds! Adventure,5.0,0.75,2019,1,12,1,0,0,3
The Devil's Womb,7.0,13.0,2019,1,9,19,0,0,341
Intruders: Hide and Seek,6.0,2.69,2019,1,31,1,0,0,3
Lapya,4.0,0.53,2019,1,31,1,0,0,341
And I Must Scream,4.0,0.42,2019,1,31,1,0,0,341
Claustrophobia,5.0,1.29,2018,1,8,1,0,0,341
Grand Battle,5.0,1.44,2019,1,12,1,0,0,341
10 Years After,2.0,0.13,2015,1,5,1,0,0,341
Candlelight,6.0,3.0,2016,1,8,1,0,0,3
Lingotopia,5.0,0.73,2018,1,31,34,0,0,341
Super Gravity Ball,7.0,21.0,2018,1,8,1,0,0,341
M1: A Death in the Desert,6.0,2.3,2017,1,31,1,0,0,3
The Last Tree,6.0,2.27,2017,1,8,1,0,0,341
So Long Earth,5.0,1.33,2016,1,31,1,0,0,341
Elephantasy: Flipside,7.0,5.17,2023,1,8,1,0,0,3
ShyChess,7.0,3.67,2018,1,12,1,0,0,341
Little Walker,7.0,11.67,2016,1,8,1,0,0,341
Red Goddess: Inner World,5.0,0.92,2015,1,8,1,0,0,341
Ashes,5.0,1.73,2017,1,31,1,0,0,3
Ashes,5.0,1.73,2017,1,31,1,0,0,3
Ashes,6.0,3.0,2017,1,31,1,0,0,3
Ashes,6.0,3.0,2017,1,31,1,0,0,3
Lost Sea,5.0,1.6,2016,1,15,1,0,0,341
Bunny Bounce,5.0,1.08,2017,1,31,42,0,0,95
The Charming Empire,5.0,1.42,2017,1,13,31,0,0,3
Math Rescue,6.0,3.46,1992,1,31,34,0,0,3
Super Furball,8.0,4.7,2015,1,31,1,0,0,3
The Great Gaias,8.0,5.0,2018,1,12,1,0,0,341
Forgotten Fields,8.0,7.3,2021,1,31,31,0,0,3
Blind Fate: Edo no Yami,6.0,2.49,2022,1,4,1,0,0,3
Kamikaze Kommittee Ouka 2,6.0,3.21,0,1,12,1,0,0,341
Magi Trials,8.0,4.5,2016,1,31,42,0,0,95
Afterlife VR,6.0,3.82,2022,1,31,1,0,0,341
DreadEye VR,6.0,3.8,2017,1,31,1,0,0,3
Planet of the Apes: Last Frontier,5.0,2.2,2017,1,31,1,0,0,341
Fallstreak,8.0,4.19,2018,1,31,17,0,0,341
Torn,5.0,1.8,2004,1,12,33,0,0,3
Torn,5.0,1.8,2018,1,9,18,0,0,3
Chicken Feet,8.0,9.65,2022,1,31,1,0,0,341
The Invisible Hours,8.0,13.97,2017,1,9,20,0,0,3
Buck Bradley: Comic Adventure,7.0,7.0,2020,1,9,1,0,0,341
Teratopia,7.0,8.33,2021,1,4,1,0,0,3
Un Pas Fragile,8.0,11.08,2019,1,31,35,0,0,341
No One Can Ever Know,6.0,2.75,2019,1,31,21,0,0,341
Deadly Station,5.0,0.68,2020,1,12,1,0,0,341
The Way of Cinnamon,5.0,1.9,2019,1,31,1,0,0,341
Cuties Dungeon,7.0,5.6,2019,1,31,1,0,0,341
LOR - League of Runners,4.0,0.53,2017,1,32,1,0,0,3
Bosch's Damnation,6.0,2.5,2014,1,2,43,0,0,3
D/Generation HD,4.0,0.26,2015,1,5,1,0,0,341
All Evil Night,5.0,0.86,2017,1,31,1,0,0,341
Tower Skydiver,7.0,14.0,0,1,31,1,0,0,341
Mall of Mayhem,5.0,1.42,2022,1,31,1,0,0,3
Challenge Dream Cat,7.0,5.33,2021,1,8,1,0,0,341
Long Arm of the Law,6.0,2.5,2018,1,31,1,0,0,341
Gravity Light,6.0,2.33,2018,1,5,1,0,0,3
MacGuffin,5.0,1.57,2016,1,31,1,0,0,341
Drakkhen,5.0,1.57,1989,1,12,17,0,0,180
Not without my donuts,5.0,0.85,2015,1,31,1,0,0,3
Logout,5.0,1.39,2018,1,31,1,0,0,341
Reflecting Fate,5.0,1.38,2017,1,31,1,0,0,3
Rocko's Quest,5.0,1.35,2000,1,31,1,0,0,341
Paganitzu,6.0,2.57,2014,1,9,1,0,0,5
Equalizer,4.0,0.58,2017,1,14,1,0,0,341
Pulse,5.0,1.09,2015,1,31,21,0,0,341
Top Hat,5.0,1.46,2014,1,8,1,0,0,3
Realms of Chaos,7.0,3.8,1995,1,8,1,0,0,5
Spears 'n' Spades,7.0,20.5,2017,1,31,1,0,0,341
Marble Mountain,6.0,2.5,2016,1,31,1,0,0,341
Sandmason,8.0,4.36,2014,1,9,1,0,0,341
Word Rescue,5.0,2.17,1992,1,31,1,0,0,3
Magna Fortuna,5.0,1.85,0,1,12,17,0,0,341
House of 1000 Doors: Evil Inside,6.0,2.48,2018,1,2,19,0,0,3
Tender Loving Care,6.0,3.16,1998,1,9,42,0,0,341
Nazi Bunker,6.0,2.74,2018,1,31,1,0,0,259
ScrewUp,6.0,2.58,2021,5,31,1,0,0,341
Kingdom of Loot,5.0,1.14,2017,1,12,1,0,0,341
Army Gals,8.0,8.91,2017,1,31,42,0,0,95
Wolf & Rabbit,8.0,9.19,2018,1,12,19,0,0,341
Widower's Sky,3.0,0.12,2019,1,31,1,0,0,341
Silent Earth,7.0,3.75,2021,1,31,18,0,0,341
String Tyrant,7.0,17.0,2020,1,31,19,0,0,341
Andromeda Zombies Colonies,5.0,0.96,2021,1,5,18,0,0,341
Sticky Paws,7.0,4.86,2019,1,8,1,0,0,341
Kotodama: The 7 Mysteries of Fujisawa,5.0,1.52,2019,1,9,17,0,0,341
Ghone is gone,5.0,1.68,2020,1,31,1,0,0,341
The Gardener and the Wild Vines,8.0,25.5,2021,1,8,17,0,0,3
Surviving Titan,5.0,2.11,2020,1,12,1,0,0,3
Sands of Aura,6.0,2.48,2021,1,12,1,0,0,3
Danger City,7.0,2.67,0,1,31,1,0,0,341
Terracotta - Shards of Doom,7.0,12.0,2019,1,31,1,0,0,341
TankDestruction,5.0,1.73,2019,2,31,1,0,0,341
Cyber OutRun,4.0,0.52,2019,1,10,1,0,0,3
Duncan and the Wisp,7.0,4.43,2019,1,12,1,0,0,341
Immanence,5.0,1.59,2020,1,31,19,0,0,341
Cirno's Perfect Summer Vacation,8.0,5.38,2020,1,31,17,0,0,341
Prison Princess,8.0,6.08,2020,1,2,17,0,0,3
Mechatroniks Attack,3.0,0.15,2016,1,31,1,0,0,341
Mountain Racing,3.0,0.18,2014,1,10,35,0,0,416
Luxocraft,5.0,0.89,2017,1,12,1,0,0,341
Room 42,7.0,2.67,2017,1,31,1,0,0,341
Pixel Robot Hunter,5.0,1.33,2018,1,31,1,0,1,378
Sam Glyph: Private Eye!,3.0,0.23,2014,1,31,1,0,0,250
Toxic Bunny HD,4.0,0.26,2014,1,8,1,0,0,341
The Admin,4.0,0.39,2016,1,31,1,0,0,341
Undiscovered House,5.0,1.44,2021,1,31,1,0,0,3
Outbreak: Contagious Memories,6.0,2.33,2022,1,12,1,0,0,94
Eternal Man: Jump,5.0,1.7,2018,1,31,1,0,0,3
Bit Odyssey,5.0,0.78,2014,1,12,1,0,0,3
Eternal Man: Mountain,5.0,1.64,2018,1,31,1,0,0,3
Oathbreakers,6.0,3.0,0,5,13,1,0,0,341
Pertinence,6.0,2.36,2016,1,31,1,0,0,341
